RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_depe2|cod_grupo|cod_rural_rbd
1|LICEO POLITECNICO ARICA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|73.593053205|68.896633962|78.289472447|73.712096068|82.365656916|66.591853218|72.17877807|65.12454768|66.815273403|67.072768589|61.485601049|78.117697771|78.210162067|76.851834298|79.29109695|1|1|1
4|LICEO OCTAVIO PALMA PEREZ|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|74.983241974|71.771013058|78.19547089|77.968386091|83.984991518|71.541581411|78.378585346|70.299922261|81.587001704|68.195523471|61.117241608|80.103023336|75.433791867|81.53050355|83.344774591|1|2|1
5|JOVINA NARANJO FERNANDEZ|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|78.068536366|74.856796058|81.280276675|78.771248991|85.224531867|73.099015637|77.99019947|68.718553252|76.382295967|67.188499201|62.584864588|80.140260622|75.471909896|79.956457464|84.992414505|1|2|1
7|L. POLI. ANTONIO VARAS DE LA BARRA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|71.040488891|67.860102072|74.220875709|76.395483447|82.796654083|68.452931646|77.936864611|66.432191353|70.402992611|65.819509199|63.074072248|75.334666694|75.743733391|76.747525299|73.512741391|1|1|1
8|COLEGIO INTEGRADO EDUARDO FREI MONTALVA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|79.604776653|76.813442279|82.396111028|80.229038074|87.106877119|73.187095964|80.393141139|77.338603232|82.38733423|79.959601978|69.668873488|82.541297906|81.598812454|81.189122178|84.835959087|1|2|1
15|LICEO ARTISTICO DR. JUAN NOE CREVANI|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|71.984137594|68.533603853|75.434671335|73.544394157|79.724849046|64.417105097|76.49122833|75.581875477|83.666267614|77.74286795|65.336490868|82.605657377|81.742584129|83.074389767|82.999998235|1|2|1
25|COLEGIO CENTENARIO DE ARICA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|75.150797765|71.608036631|78.6935589|73.90046995|79.413306072|67.609233281|74.678870497|66.735704777|75.800610034|65.267282973|59.139221324|75.409206359|72.629058994|78.012146184|75.586413899|1|2|1
32|LICEO AGRICOLA JOSE ABELARDO NUNEZ M.|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|76.166362753|71.970215859|80.362509646|75.158309126|82.434347237|68.089915918|74.950664223|71.837002175|74.216047628|77.559265519|63.735693378|77.569435233|79.133586649|73.94503213|79.629686919|1|1|2
45|COLEGIO ITALIANO SANTA ANA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|79.255927643|76.104145836|82.40770945|83.687103402|88.11740292|75.571136142|87.372771144|75.29340861|78.227254672|82.762889639|64.890081519|80.515365046|81.008803418|82.75037482|77.7869169|2|3|1
50|COLEGIO ADVENTISTA DE ARICA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|75.450745378|73.120535098|77.780955657|77.748361283|81.630624459|71.119939564|80.494519825|76.600254464|83.283071459|82.873406307|63.644285627|75.482915177|76.286641509|76.882778706|73.279325316|2|3|1
52|LICEO DOMINGO SANTA MARIA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|74.224424345|70.933251476|77.515597213|75.236476145|81.736402743|68.192600627|75.780425064|67.034605313|73.022816604|67.220285862|60.860713472|73.857232183|70.950947645|74.281477885|76.33927102|2|2|1
56|COLEGIO SAN MARCOS DE ARICA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|72.31570951|72.587515902|72.043903117|71.585846886|78.049345033|64.89341654|71.814779085|68.297656447|76.041757633|68.613013081|60.238198628|74.759337969|79.629230536|71.332327986|73.316455386|2|4|1
59|COLEGIO SAN JORGE|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|74.037271355|72.929742823|75.144799887|74.836505971|80.251500581|67.302975131|76.955042202|74.595534726|81.951014089|81.085869456|60.749720633|76.642119035|78.765588065|73.38242849|77.778340551|3|5|1
60|COLEGIO ALEMAN DE ARICA|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|75.73403687|73.308070142|78.160003597|82.32226408|88.399793253|75.23133835|83.335660637|76.239175818|88.37602984|71.888684559|68.452813056|81.212715003|79.318004484|83.825871156|80.494269369|2|3|1
67|ABRAHAM LINCOLN SCHOOL|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|79.23345952|80.827396136|77.639522904|72.926448969|81.743266174|67.032240717|70.003840017|72.470560472|77.304913112|75.807439765|64.299328538|72.476168683|81.91970286|66.360473949|69.14832924|2|4|1
69|JUNIOR COLLEGE|15|151|15101|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|ARICA|2m|72.285963933|74.510296495|70.06163137|71.931037886|78.170067379|67.012885525|70.610160754|69.253078051|81.321702713|65.484799939|60.9527315|73.599270652|73.020523497|76.507140274|71.270148186|3|5|1
72|LICEO VALLE DE CODPA|15|151|15102|REGIÓN DE ARICA Y PARINACOTA|ARICA|151|ARICA|CAMARONES|2m|73.40667422|66.4999953|80.31335314|76.018652256|85.324775211|68.270474636|74.460706922|75.97829067|81.020905447|72.821613943|74.09235262|74.911693366|83.184810011|70.520541618|71.029728468|1|3|2
78|LICEO GRANADEROS|15|152|15201|REGIÓN DE ARICA Y PARINACOTA|PARINACOTA|151|ARICA|PUTRE|2m|79.75064762|78.693526712|80.807768528|75.861478586|82.647501602|70.244941985|74.69199217|64.030005443|70.645301407|60.128208694|61.316506229|80.118586291|80.023293403|82.437482235|77.894983236|1|1|2
97|INST. COM. DE IQUIQUE BALDOMERO WOLNITZ|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|73.046954894|69.871924679|76.221985108|71.697047688|78.290051917|65.13046183|71.670629317|66.751752435|72.544104695|70.749987295|56.961165315|72.894064695|69.913024479|73.578863944|75.190305662|1|2|1
103|ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PAR|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|72.095140934|71.642361537|72.547920331|73.796572789|80.382267704|65.66123143|75.346219233|72.075106574|75.277582427|75.17769426|65.770043035|76.445325346|81.385730718|79.432198356|68.518046966|1|3|1
106|INSTITUTO DEL MAR ALMIRANTE CARLOS COND|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|76.264384861|73.939535845|78.589233877|76.349768334|83.866292472|69.674520427|75.508492103|68.97299909|75.694263095|64.587055128|66.637679047|79.242262389|79.625923058|81.273208381|76.827655728|2|2|1
107|LICEO LIBERT. GRAL.BERNARDO O´HIGGINS|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|70.40337267|68.605020746|72.201724594|71.443978584|77.984263479|66.161865788|70.185806486|64.056339475|69.727080931|60.923813521|61.518123971|72.050838342|72.61645761|73.334901853|70.201155564|1|2|1
108|LICEO POLITEC. JOSE GUTIERREZ DE LA FUE|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|76.694501936|72.993475835|80.395528037|72.468234168|76.50056688|67.751054882|73.153080742|66.362224886|68.167544637|68.222366312|62.696763707|76.493183825|70.324410889|81.651446154|77.503694433|1|2|1
109|LICEO ELENA DUVAUCHELLE CABEZON|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|75.853676522|71.02511304|80.682240004|75.81334632|81.591187741|70.179240369|75.669610848|69.308115757|71.817617319|71.60036345|64.506366502|80.263150778|76.114726476|83.617552532|81.057173328|1|2|1
110|LICEO BICENTENARIO DOMINGO SANTA MARIA|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|73.337306972|70.353610057|76.321003886|74.138135813|79.52141274|68.896830355|73.996164344|63.111542782|66.175696467|65.503557365|57.655374515|77.075238659|72.705425051|76.177500112|82.342790814|1|2|1
124|LICEO LUIS CRUZ MARTINEZ|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|70.271439898|67.506167261|73.036712535|69.273426205|75.665771343|62.328333711|69.826173563|65.587028055|72.753243764|66.818547223|57.189293177|71.35218189|71.505103177|73.552206788|68.999235703|1|2|1
125|ESCUELA PROFESOR MANUEL CASTRO RAMOS|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|65.950735762|62.99325916|68.908212363|69.033458111|74.794140887|64.983818192|67.322415253|59.241168808|64.583464441|58.771648484|54.3683935|74.18152383|75.811038294|69.612288965|77.121244232|1|2|1
127|LICEO MARIA AUXILIADORA|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|68.88766083|69.573810631|68.201511029|79.35805902|88.187710205|68.486509021|81.399957833|67.362906853|71.459192962|71.493826951|59.135700645|75.015588565|77.121771159|72.015318548|75.909675987|2|4|1
129|LICEO SUPERIOR GABRIELA MISTRAL|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|72.913779286|69.469046412|76.35851216|77.886499082|83.807900292|72.16104772|77.690549236|64.480426338|84.823273052|65.447550529|43.170455431|76.529747745|70.544006772|80.631005558|78.414230907|2|3|1
130|COLEGIO NORTH COLLEGE|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|68.218627366|68.098803524|68.338451207|63.295127444|68.289220366|62.336857725|59.25930424|59.633811663|78.006897117|67.633784798|33.260753075|59.068179002|56.79834878|54.417357807|65.98883042|2|4|1
131|COLEGIO ESCASCE|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|69.294951387|67.78081617|70.809086603|73.197862731|82.37322546|63.639140322|73.58122241|74.541053827|84.572360795|74.553314389|64.497486296|71.382268593|71.944792367|73.64680349|68.555209924|2|3|1
132|COLEGIO BAJO MOLLE|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|69.957198786|70.341610385|69.572787187|68.907376585|74.547643082|65.167829748|67.006656926|68.645792484|79.706935175|69.59714246|56.633299818|70.068949766|70.675934995|69.262678208|70.268236094|2|4|1
133|COLEGIO ADVENTISTA DE IQUIQUE|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|77.212915966|73.462766107|80.963065824|78.550046212|86.305264047|71.215321336|78.129553251|75.552634058|80.694574832|81.875746602|64.08758074|76.432048973|73.253267029|79.170198302|76.872681589|2|3|1
134|LICEO ATENEA|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|71.160505682|68.319988718|74.001022646|69.978430922|79.379939034|63.426466096|67.128887637|64.215185412|81.651105113|60.176278898|50.818172226|68.16715274|66.554507149|74.472979702|63.473971368|2|3|1
144|COLEGIO IQUIQUE YOUNG SCHOOL|1|11|1101|REGIÓN DE TARAPACÁ|IQUIQUE|11|IQUIQUE|IQUIQUE|2m|71.310066439|69.887639219|72.732493658|65.393231085|72.180697845|61.453958401|62.545037008|65.833898625|73.450253431|64.645929004|59.405513439|70.286111772|69.728952404|70.489043073|70.64033984|2|3|1
161|LICEO DE HUARA|1|14|1404|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|HUARA|2m|77.583104203|73.726638302|81.439570104|||||76.81808743|82.286971623|74.467118159|73.700172508|79.876694591|80.242613043|76.346887025|83.040583707|1|2|2
178|LICEO TECNICO PROFESIONAL COLCHANE|1|14|1403|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|COLCHANE|2m|75.629226303|68.385649157|82.872803449|77.45566065|83.261672333|76.497105369|72.608204247|81.316859802|84.630906949|83.286686441|76.032986017|83.028830336|82.677833119|85.321722892|81.086934997|1|1|2
191|LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ|1|14|1401|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|POZO ALMONTE|2m|75.845675111|71.463411029|80.227939193|72.28722951|78.882863031|65.82648958|72.152335919|68.285193177|76.772748499|64.834736342|63.248094691|75.609763894|73.415392293|75.105423174|78.308476214|1|2|2
199|LICEO DOMINGO LATRILLE LASTAUNOU|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|2m|77.25337096|74.196851632|80.309890289|78.53659278|86.523007405|72.130296523|76.956474412|75.715943184|84.521819224|69.711925027|72.914085299|83.622924353|81.752182108|84.771298625|84.345292325|1|2|1
200|LICEO POLITECNICO DIEGO PORTALES P.|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|2m|77.808103474|74.243294547|81.372912402|78.223116331|85.909663014|69.576592775|79.183093203|72.595717596|74.323801835|76.245567605|67.21778335|80.523945897|79.85717903|80.449627152|81.265031509|1|2|1
208|COLEGIO SAGRADA FAMILIA|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|2m|76.396355745|75.897743904|76.894967586|73.530943208|79.882858537|66.530142822|74.179828266|71.511294172|75.636932936|74.260154352|64.636795228|75.910654753|77.138730648|72.52230328|78.070930331|2|3|1
211|LICEO H.C. T.P. MARIA ELENA|2|23|2302|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|MARÍA ELENA|2m|76.425164207|75.073136739|77.777191676|70.96059309|76.996807639|65.391489082|70.49348255|67.423734729|69.864141364|74.048239683|58.358823139|74.238582946|73.116298618|74.993015395|74.606434826|1|2|1
217|LICEO LUIS CRUZ MARTINEZ|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|71.030942999|69.781983747|72.27990225|75.204051369|82.960217872|68.601866659|74.182374867|69.843987848|74.954863672|72.407293028|62.112375988|76.068866714|73.71982576|78.859072116|75.783274906|1|3|1
218|LICEO FRANCISCO DE AGUIRRE|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|71.406816646|68.778351919|74.035281374|68.958874035|74.934253522|64.390784159|67.551584425|64.588218206|67.016318919|66.812576271|59.935759426|74.512513388|75.499415514|75.426728917|72.611395735|1|2|1
219|LICEO POLITECNICO CESAREO AGUIRRE G.|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|77.895240767|74.798110126|80.992371407|79.194408549|85.791777546|71.807435838|79.984012264|72.952193562|76.867670989|73.317696029|68.671213669|81.037547316|77.184455669|84.174022249|81.75416403|1|2|1
220|LICEO MINERO AMÉRICA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|77.338969534|74.559996473|80.117942596|74.82520327|81.574867784|68.865768057|74.03497397|71.869292783|72.92527449|75.421104351|67.261499508|79.457957518|77.637440582|81.179822601|79.556609371|1|2|1
253|COLEGIO ADVENTISTA DE CALAMA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|74.450600722|71.416704671|77.484496773|76.013223036|80.52544634|69.778301213|77.735921557|70.053656543|76.597905969|70.885013157|62.678050504|75.904672783|73.171899682|71.394638977|83.147479692|2|3|1
254|FUNDACION EDUC.COLEGIO NUESTRA SRA.DE A|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|76.659385581|73.634785152|79.68398601|76.692022824|79.953065333|69.622487412|80.500515725|71.138725805|79.394256067|74.353081344|59.668840004|78.71551364|79.283918386|74.621181119|82.241441413|2|3|1
255|COLEGIO EJERCITO DE SALVACION|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|74.228992885|71.73699322|76.720992551|70.278705492|76.974023174|62.800018598|71.062074705|68.414473026|75.42202327|68.994308014|60.827087795|74.71094559|78.0378226|72.797781316|73.297232853|2|3|1
256|INSTITUTO OBISPO SILVA LEZAETA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|71.837213523|72.139790568|71.534636478|73.133705431|79.681261519|66.920914496|72.798940278|64.410371239|65.522723152|69.478792413|58.229598152|72.714760455|73.014008313|71.154997599|73.975275453|2|4|1
257|COLEGIO CHUQUICAMATA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|2m|78.244097326|78.446203384|78.041991269|||||73.486576516|80.414722967|73.581651873|66.463354708|77.878209785|81.571493717|75.038201699|77.024933939|3|5|1
270|COMPLEJO EDUCACIONAL TOCONAO|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|2m|74.56663986|70.562173659|78.571106061|69.980979528|73.804773704|66.538757863|69.599407017|63.056083385|70.516244156|58.635211198|60.016794799|75.108903697|76.541216896|68.140303839|80.645190358|1|2|2
279|LICEO INDUSTRIAL EULOGIO GORDO MONEO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|72.674375372|69.759941673|75.588809071|71.09125846|79.23433856|65.368482494|68.670954326|64.498280491|67.90607878|67.021605129|58.567157563|73.175571582|73.690834715|74.523313653|71.312566378|1|2|1
280|LICEO COMERCIAL JERARDO MUNOZ CAMPOS|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|74.458194528|71.677660156|77.238728899|68.916060832|75.487856851|63.527468659|67.732856988|66.302330587|68.660338928|71.445043766|58.801609068|71.435996239|69.515718634|72.289627668|72.502642416|1|2|1
283|LICEO TECNICO ANTOFAGASTA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|76.151784936|72.120686748|80.182883124|76.374641597|84.470044538|67.504361195|77.149519058|71.04388005|72.759593927|75.62668737|64.745358854|78.379893252|75.508480713|83.297402155|76.333796889|1|2|1
284|LICEO DE HOMBRES DE ANTOFAGASTA MARIO B|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|73.534456438|68.97067627|78.098236606|72.339846288|79.548746287|64.811308607|72.659483969|67.551093241|66.746389427|71.519749894|64.387140402|76.838596627|77.164708384|75.605033921|77.746047577|1|2|1
285|LICEO MARTA NAREA DIAZ|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|71.236729062|67.532016331|74.941441793|73.510702467|81.10547254|65.917579534|73.509055328|63.448383145|68.703625379|62.901893443|58.739630612|76.312600852|73.523886861|77.61072545|77.803190244|1|2|1
286|LICEO LA PORTADA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|72.100587538|69.153955143|75.047219932|71.674391032|80.959184847|63.854127366|70.209860884|66.254644792|68.629208584|71.03011268|59.104613111|74.580119341|73.092855804|76.267676101|74.379826117|1|2|1
287|LICEO DOMINGO HERRERA RIVERA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|72.346876962|70.205568093|74.488185831|73.822452624|80.287665234|67.121773027|74.057919613|66.831232759|66.730404934|72.373662808|61.389630536|76.363292726|74.76423892|75.392371779|78.933267478|1|3|1
304|LICEO BICENTENARIO ANDRES SABELLA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|72.28560464|71.221685868|73.349523412|73.437944672|79.118629594|67.145660406|74.049544016|71.45128613|81.824097957|72.323687832|60.206072602|73.860515407|75.221642817|72.240411956|74.119491447|1|3|1
320|LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|75.567203434|73.397186235|77.737220633|70.300094687|76.944002705|64.374570059|69.581711298|67.68760081|67.722952541|69.648909963|65.690939927|77.287729681|77.564984303|74.099698943|80.198505798|1|3|1
329|INSTITUTO CIENTÍFICO EDUCACIONAL JOSÉ M|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|76.683634734|73.579361914|79.787907554|74.66513683|78.813474831|70.70806077|74.47387489|71.632070955|77.863692594|74.233542796|62.798977474|78.045932792|74.985615654|77.700405268|81.451777453|1|3|1
335|COLEGIO EVANGELICO JOSE LANCASTER|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|75.732725134|72.549018339|78.91643193|77.632780393|85.658861805|69.542160313|77.697319062|71.815219039|75.199336108|73.536679837|66.709641172|79.789255562|83.639119612|78.404896873|77.323750202|2|2|1
336|LICEO EXPERIMENTAL ARTISTICO-APLICACION|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|72.026576746|71.829532745|72.223620747|72.849049678|78.57960946|66.64876479|73.318774784|62.181894825|68.121892941|64.499556229|53.924235306|78.85507802|82.195631951|78.602916837|75.766685271|2|4|1
337|COLEGIO SANTA TERESITA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|78.056661053|77.576252969|78.537069137|76.577216908|80.537139228|72.023098253|77.171413243|68.240078377|80.258928479|68.97231905|55.488987604|76.006305086|69.251132645|79.08455461|79.683228002|2|4|1
341|COLEGIO PARTICULAR ADVENTISTA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|74.520773797|72.070516133|76.97103146|78.526940787|85.274915116|68.5447901|81.761117144|72.689034671|80.90680962|77.13146375|60.028830643|75.85417301|76.308362494|77.909878969|73.344277567|2|3|1
342|COLEGIO INGLES SAN JOSE|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|75.313257692|75.351612659|75.274902726|84.438900362|91.6754167|74.910328037|86.730956349|75.257401021|91.906023533|67.35184553|66.514334001|85.021414324|85.887801303|86.769801506|82.406640162|2|4|1
344|COLEGIO SANTA EMILIA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|81.182710363|78.431588204|83.933832522|83.882871129|88.96464053|77.102257382|85.581715475|77.364333092|77.692367379|85.249641191|69.150990705|82.904400118|79.540522728|82.978101072|86.194576555|2|3|1
350|COLEGIO LIDIA MORENO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|72.031684368|70.18120144|73.882167297|72.432134045|79.233445158|65.406801021|72.656155957|65.754321163|76.02182391|63.357383602|57.883755976|75.620265071|75.623633963|71.506615208|79.730546041|2|3|1
355|COLEGIO BINACIONAL CHILENO AMERICANO DE|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|78.831684221|76.646920771|81.016447671|82.847764956|86.758283783|77.975459896|83.809551189|76.489356715|85.734245084|82.124123138|61.609701922|84.583411752|86.845075818|85.764282144|81.140877293|3|5|1
356|COLEGIO CORAZON DE MARIA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|82.394995719|81.929317539|82.860673899|83.515844734|89.095787615|77.400979371|84.050767216|75.379502408|86.218782638|69.203670186|70.7160544|85.396275875|85.177629095|87.910114285|83.101084246|2|4|1
357|COL. SAN LUIS|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|75.458396565|75.058906378|75.857886753|76.626968863|81.86459066|69.308223959|78.708091972|71.210741998|81.752844346|64.379997395|67.499384253|82.644450973|82.732594741|83.134789831|82.065968347|3|5|1
358|INS. SANTA MARIA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|74.778449472|72.270996026|77.285902918|80.836193547|85.666349367|73.512897155|83.329334119|75.467320343|80.807992334|77.647925043|67.946043651|82.795445283|81.462397792|85.938129985|80.985808073|3|5|1
361|COL. THE ANTOFAGASTA BRITISH SCHOOL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|78.860128098|79.374490572|78.345765624|77.161072248|80.111020114|74.121941432|77.250255199|77.64188177|87.771389154|78.12554414|67.028712016|78.522998664|77.244552602|81.793794345|76.530649045|3|5|1
364|COL. ANTOFAGASTA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|76.944326014|74.045352686|79.843299342|78.498717907|81.542234596|74.241098424|79.7128207|78.093602691|89.872193842|79.078326041|65.330288191|79.803051295|79.333300103|72.592632752|87.483221032|3|4|1
365|COLEGIO EAGLE SCHOOL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|2m|70.003382619|70.67325759|69.333507649|69.8702312|74.919958488|65.155191935|69.535543179|63.32816397|68.126409629|69.68780141|52.170280872|64.364106341|70.66017207|56.549244672|65.882902281|2|4|1
