RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_depe2|cod_grupo|cod_rural_rbd
22351|INSTITUTO INMACULADA CONCEPCION|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|72.370060346|72.253470325|72.486650366|79.53182229|84.596659559|74.461664944|79.537142368|71.460604116|72.737638873|76.384066555|65.260106921|79.901354784|78.635563204|80.03176248|81.036738667|2|5|1
22356|COLEGIO PAIDEIA|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|72.253313819|71.627420735|72.879206903|75.405674011|78.799283987|73.783183323|73.634554722|59.958350155|65.362896346|66.378304965|48.133849153|74.326378575|68.76458274|72.629112892|81.585440093|2|3|1
22358|COLEGIO INGLES|10|103|10303|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|PURRANQUE|2m|78.139629726|75.600432185|80.678827266|79.399422072|84.721881068|71.248391254|82.227993895|74.683839493|77.66832373|74.945703843|71.437490907|78.519887535|75.846665925|80.878085192|78.834911488|2|2|1
22372|COMPLEJO EDUCACIONAL SAN CRESCENTE|10|102|10201|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|CASTRO|2m|72.217330364|73.845916461|70.588744267|68.705098675|73.020965009|64.653442675|68.440888341|72.731489597|82.41480474|73.123753062|62.65591099|75.152628353|76.392888094|67.768962453|81.29603451|2|3|2
22374|INSTITUTO TECNOLOGICO DEL SUR|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|77.467008563|74.373025061|80.560992065|84.672598423|90.256557963|78.2088478|85.552389506|71.280356442|66.663867254|80.231966929|66.945235141|85.538226074|86.318327758|87.531746727|82.764603737|2|1|1
22397|COLEGIO TECNICO PROFESIONAL SANTA TERES|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|71.32171549|68.88127633|73.762154649|68.519695707|74.873893118|63.497845134|67.18734887|57.705887228|61.188861124|59.258010757|52.670789803|69.520926122|68.291676138|71.853939417|68.41716281|2|1|1
22398|COLEGIO ALIWEN|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|73.683386971|71.042492395|76.324281548|76.26132455|79.371030683|70.2879783|79.124964666|73.05164394|79.906388922|84.618434043|54.630108857|79.40792711|76.133999733|79.88439527|82.205386326|2|4|1
22410|COLEGIO CREACION OSORNO|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|75.455184365|75.109941208|75.800427521|76.281800208|78.562300468|73.301280642|76.981819515|73.906227511|85.350130099|74.304052231|62.064500204|78.767905875|74.981044415|78.169918768|83.152754442|2|4|1
22415|INST. SUPERIOR DE ADMINISTRACION Y TURI|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|86.518211895|84.720302883|88.316120908|89.657387985|94.416163254|84.212491303|90.343509399|88.016321179|91.406594462|87.119332223|85.523036851|90.562620212|86.737317988|93.409518454|91.541024194|1|1|1
22434|COLEGIO DOMINGO SANTA MARIA|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|70.871793851|69.747570562|71.99601714|74.569913629|80.08478845|69.920665433|73.704287002|65.339358927|75.182346979|63.485208002|57.3505218|75.363691967|72.82368028|77.179037522|76.088358099|2|3|1
22436|THE MISSION COLLEGE|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|78.176290449|76.351270272|80.001310625|82.963532555|87.594819882|76.157384843|85.138392941|78.590098298|86.958609726|75.960380172|72.851304995|83.797887767|78.145913421|85.704414183|87.543335697|2|1|1
22459|COLEGIO LAICO VALDIVIA|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|74.462981697|70.92910665|77.996856744|76.124762639|78.478297534|71.113978003|78.782012381|70.7395774|70.133674416|75.382688591|66.702369194|81.107727584|78.066216135|85.559701392|79.697265226|2|4|1
22461|COLEGIO NUEVO HORIZONTE|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|72.242035811|70.948678021|73.5353936|74.148809656|78.500983606|71.001472111|72.943973252|65.661405112|73.501337674|61.476358713|62.006518948|77.165388071|77.606748327|72.123135374|81.766280511|2|2|2
22462|COLEGIO BERNARDO FELMER NIKLITSCHEK|14|141|14103|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|LANCO|2m|71.613841775|65.674292686|77.553390863|71.525857936|80.630307775|65.41582684|68.531439193|72.191080342|71.43551002|75.531808064|69.605922941|79.252286771|79.474187672|78.855942421|79.426730221|2|1|1
22464|LICEO POLIVALENTE DALCAHUE|10|102|10205|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|DALCAHUE|2m|70.572815405|66.090384759|75.055246051|74.097994654|78.405307612|69.619665971|74.269010379|70.638066358|73.559301543|76.195831402|62.15906613|77.562922371|75.577625785|76.790026875|80.321114452|1|1|1
22467|COLEGIO LAFQUEN MONTESSORI PUERTO MONTT|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|81.091690366|74.967336309|87.216044424|87.611867873|93.375227369|80.835366977|88.625009271|78.382948705|82.210940606|83.304979181|69.632926327|89.225949874|83.220213118|94.694580086|89.763056417|3|4|1
22478|COLEGIO VENCEDOR|10|101|10109|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO VARAS|2m|74.577610192|71.30950404|77.845716344|73.931431875|80.339586478|67.931733587|73.522975562|63.928158109|65.196056594|71.454611893|55.13380584|77.259980266|76.253613047|78.521015521|77.00531223|2|1|2
22483|LICEO BICENTENARIO DE EXCELENCIA ALTAMI|14|141|14108|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|PANGUIPULLI|2m|76.33278504|75.291776788|77.373793291|81.790864416|87.172875749|75.372600527|82.827116971|81.348996752|86.92472062|82.885484758|74.236784877|82.857489278|77.060541833|84.79652619|86.715399812|1|2|1
22494|LICEO TECNICO PROFESIONAL AGRICOLA MARI|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|68.996633347|66.296838878|71.696427817|78.770059516|87.799319555|68.085843333|80.425015659|71.667260674|73.387398566|77.153722289|64.460661167|77.825882373|75.290838496|81.267875418|76.918933204|2|1|1
22495|COLEGIO PARTICULAR CARDENAL RAUL SILVA|14|142|14204|REGIÓN DE LOS RÍOS|RANCO|142|RANCO|RÍO BUENO|2m|77.259859861|74.577243293|79.942476429|80.634171944|84.378338673|76.397490416|81.126686744|71.314339444|83.101961938|73.106902349|57.734154044|81.680400668|81.641549276|83.274440221|80.125212507|2|1|1
22496|CENTRO EDUCACIONAL SAN NICOLAS|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|72.816504513|69.028390016|76.60461901|80.277854067|81.752526621|77.90783027|81.173205309|69.935005787|67.85027627|79.988138403|61.966602687|81.49912034|74.351690986|86.756259743|83.389410291|2|1|1
22499|INSTITUTO INGLES ANTUQUENU|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|69.301693335|66.314515199|72.288871471|72.787449263|79.743501508|65.982258177|72.636588105|65.53113769|73.35250195|64.622181821|58.6187293|71.060204906|73.383675832|71.871513024|67.925425862|2|1|1
22504|LICEO FRANCISCO COLOANE|10|102|10201|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|CASTRO|2m|69.135117826|64.992103607|73.278132044|68.904184878|73.505704531|65.04692118|68.159928922|67.166366189|71.008512001|69.305718749|61.184867818|73.037883804|71.361138762|73.97106128|73.78145137|1|1|1
22505|COLEGIO CHARLES DARWIN DE ANCUD|10|102|10202|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|ANCUD|2m|72.214014046|69.089202469|75.338825622|77.48739673|79.718712882|69.619438413|83.124038896|73.709211403|82.410636909|74.108128772|64.608868528|78.862845639|80.703626891|77.121308635|78.763601391|2|3|1
22506|COLEGIO PUMAHUE|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|72.384248871|73.577896658|71.190601084|76.214623598|80.037768665|71.377660771|77.228441357|68.354034782|84.145546042|71.124692527|49.791865775|74.422872821|77.449217693|74.534394455|71.285006313|3|5|1
22516|INSTITUTO CRISTIANO GRACIA Y PAZ|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|72.198236417|71.205791234|73.1906816|75.123450972|81.643676538|70.321084734|73.405591645|69.15799585|75.792541131|70.774518504|60.906927916|73.729728781|71.571559805|73.929077168|75.688549369|2|2|1
22523|COLEGIO CORDILLERA|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|80.408328011|80.811036841|80.005619181|77.810014472|84.441955992|74.955165773|74.032921649|73.968440946|76.997921779|83.915281555|60.992119504|81.822258682|68.231456897|90.242564776|86.992754373|2|1|1
22536|CENTRO EDUCACIONAL SAN SEBASTIAN DE ANC|10|102|10202|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|ANCUD|2m|74.12281236|71.212024896|77.033599825|77.302182662|81.517405878|73.772822585|76.616319523|70.103792899|79.057831986|71.803511793|59.45003492|72.314929777|71.074877506|74.899464481|70.970447343|2|3|1
22540|INSTITUTO ITALIA DE VALDIVIA|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|72.152583667|70.795248511|73.509918823|79.645020709|87.418383219|71.01867031|80.498008596|62.929204005|68.169965079|64.514439722|56.103207215|75.362357384|73.21696993|76.085488285|76.784613938|1|2|1
22542|COLEGIO SAN ALBERTO HURTADO|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|73.396608585|71.528282262|75.264934909|76.716865109|83.101621837|68.683835702|78.365137789|76.540834094|86.3310872|73.44266451|69.848750574|77.413470024|80.506726901|79.218559907|72.515123265|2|3|1
22543|LICEO COMERCIAL MIRAMAR|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|73.233110921|70.382881909|76.083339933|77.573062866|84.101432838|70.45741109|78.16034467|69.080503609|75.825300532|68.604650803|62.811559491|76.812923627|74.215263098|79.223287161|77.000220621|1|1|1
22544|LICEO CIENTIFICO HUMANISTA BENJAMIN VIC|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|72.371267756|71.284999841|73.457535672|76.871080721|84.467999692|70.636564137|75.508678333|64.756878977|76.843904207|56.01959999|61.407132734|76.428601049|75.336677679|78.547972077|75.401153391|1|1|1
22553|INSTITUTO TÉCNICO FORJADORES DE ALERCE|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|71.621891321|68.297047702|74.946734941|69.698128862|76.790339388|66.049376698|66.254670498|61.148892116|63.193237305|61.542816815|58.710622228|74.948014743|76.170080525|73.49693846|75.177025246|1|1|1
22559|INSTITUTO GARDEN COLLEGE|14|142|14201|REGIÓN DE LOS RÍOS|RANCO|142|RANCO|LA UNIÓN|2m|80.049530586|75.923160192|84.17590098|87.398472104|94.51727359|79.239577859|88.438564862|77.21010712|75.843766872|78.806029351|76.980525137|86.990874218|86.668179965|90.107523543|84.196919148|2|2|1
22560|COLEGIO COLONOS DE ALERCE|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|77.986363599|75.994804506|79.977922692|84.029446605|90.46201301|74.927733993|86.698592813|71.504965374|81.372713039|68.86417052|64.278012562|80.842307403|77.766272759|85.568534351|79.192115099|2|2|1
22564|LICEO TECNICO ADOLFO MATTHEI|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|75.506723435|73.144453236|77.868993635|80.40281917|87.21159659|72.26165806|81.735202861|71.924316644|79.801938134|66.727803953|69.243207846|82.796400128|80.889277863|85.81372875|81.686193771|2|2|1
22597|LICEO TECNICO PROFESIONAL SAN JOSE|10|102|10208|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|QUELLÓN|2m|73.889912268|70.652145748|77.127678788|76.862786128|82.777406915|71.652261654|76.158689815|72.989862459|76.818267773|80.731946904|61.419372701|80.514059851|81.733167316|78.803738953|81.005273282|2|1|1
22602|SAINT PAUL COLLEGE|10|101|10107|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|LLANQUIHUE|2m|75.834160137|75.133209919|76.535110354|78.918544874|81.739321332|73.374814168|81.641499123|68.935780025|67.136272276|74.401951879|65.26911592|77.512026604|80.024888676|74.425434031|78.085757103|2|2|1
22609|COLEGIO CHILENO NORTEAMERICANO|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|72.161291604|71.292459339|73.030123869|73.754299304|78.67792336|69.578870103|73.006104449|68.278408615|83.15629939|65.510086172|56.168840283|73.755745837|67.258916335|79.241216891|74.767104286|2|4|1
22626|INSTITUTO POLITECNICO|10|103|10301|REGIÓN DE LOS LAGOS|OSORNO|103|OSORNO|OSORNO|2m|69.542844006|69.254709969|69.830978042|72.582984604|77.013234018|67.806960017|72.928759779|62.109478688|67.213545883|60.975981232|58.13890895|71.757882606|73.340328882|71.104528585|70.828790353|1|1|1
22627|HAMPTON COLLEGE|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|75.518075252|78.619944171|72.416206333|68.195089419|71.424579075|65.553916249|67.606772934|67.29705514|67.573294335|79.856586412|54.461284674|74.051921004|80.037959999|70.437925817|71.679877196|3|5|1
22629|COLEGIO LOS CONQUISTADORES|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|79.109256099|75.982939504|82.235572694|78.591213272|79.870166816|77.477849578|78.425623421|74.633831732|76.742501174|71.8446079|75.314386124|83.676718473|77.656451587|84.826494586|88.547209246|2|2|1
22634|INSTITUTO PRINCIPE DE ASTURIAS|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|73.990628118|72.445338883|75.535917354|74.671792049|78.344072689|71.333009398|74.33829406|68.764480581|68.383964638|76.254111511|61.655365592|72.685108928|67.59941568|70.809887498|79.646023605|2|3|1
22641|COLEGIO SAGRADA FAMILIA|10|104|10403|REGIÓN DE LOS LAGOS|PALENA|101|LLANQUIHUE|HUALAIHUÉ|2m|69.688545765|66.854452456|72.522639073|75.255389378|82.354630257|67.006758954|76.404778921|80.690186825|84.75555768|87.738220325|69.576782471|81.104930327|85.727145408|80.294373163|77.29327241|2|2|1
22655|LICEO CARELMAPU|10|101|10108|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|MAULLIN|2m|74.487405027|71.262103867|77.712706188|79.590730815|85.777845429|71.198305289|81.796041728|74.31400052|79.340850091|78.051039336|65.550112133|77.977721054|75.921189683|79.448029075|78.563944404|1|1|1
22664|LICEO POLITECNICO MIRASOL|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|74.794350218|71.712972121|77.875728315|74.740369049|79.680821243|70.592785178|73.947500726|68.117643909|67.658260955|69.507850643|67.18682013|79.908185213|82.637258337|79.28892701|77.798370292|1|1|1
22672|COLEGIO ALTAS CUMBRES|10|101|10109|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO VARAS|2m|72.906530139|71.070886542|74.742173735|77.011408438|79.989615616|75.094243209|75.950366489|66.047254727|62.549023029|67.6634213|67.929319852|77.512671058|76.246647453|77.603644102|78.687721617|2|2|1
22674|LICEO POLIVALENTE DE QUEILEN|10|102|10207|REGIÓN DE LOS LAGOS|CHILOÉ|102|CHILOÉ|QUEILÉN|2m|76.036877268|73.967994973|78.105759562|78.597357335|84.051752578|73.380639006|78.359680422|69.960894669|70.233492691|71.856550283|67.792641033|80.078788111|80.581099341|80.052261353|79.603003639|1|1|1
22691|LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARRO|10|101|10102|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|CALBUCO|2m|67.642172757|63.666820015|71.617525499|69.829737634|73.788046327|65.338466807|70.362699768|64.617556565|68.812174452|65.284878906|59.755616338|75.288120316|73.028025508|77.464993813|75.371341628|1|1|1
22692|PATAGONIA COLLEGE|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|75.151501454|74.560389791|75.742613118|67.084586944|69.223989129|67.798425284|64.231346421|63.735173265|77.435845785|59.548766863|54.220907148|71.562569045|72.073536758|71.499238448|71.114931928|2|5|1
22702|INSTITUTO TECNICO ALERCE CORDILLERA|10|101|10101|REGIÓN DE LOS LAGOS|LLANQUIHUE|101|LLANQUIHUE|PUERTO MONTT|2m|71.604003482|69.994348498|73.213658467|72.540155637|79.107220108|68.531585025|69.981661776|63.608975318|74.166516609|61.66927334|54.991136005|73.672530695|70.22942481|74.058730895|76.729436379|2|1|1
22752|LICEO POLITEC.WERNER GROB STOLZENBACH|14|142|14201|REGIÓN DE LOS RÍOS|RANCO|142|RANCO|LA UNIÓN|2m|91.371296441|86.476833007|96.265759875|92.90054431|97.640831968|85.261743732|95.799057231|90.737865391|92.309110176|94.557168989|85.347317009|94.96751641|88.169605653|99.116903489|97.616040087|2|1|2
22755|LICEO TCO. PROF. DE RIO BUENO|14|142|14204|REGIÓN DE LOS RÍOS|RANCO|142|RANCO|RÍO BUENO|2m|74.30663716|72.555993509|76.057280811|75.182713099|81.775624545|69.879093634|73.893421118|71.705763488|69.421942508|79.734441371|65.960906585|78.512788216|79.656990663|76.652826007|79.228547979|1|1|1
22758|COMPLEJO EDUCACIONAL IGNAO|14|142|14203|REGIÓN DE LOS RÍOS|RANCO|142|RANCO|LAGO RANCO|2m|77.172020535|73.854660818|80.489380253|75.953295437|80.19150389|70.561874395|77.106508025|76.490080457|76.219899677|81.544698683|71.70564301|81.466584135|79.183747618|82.990244704|82.225760084|1|1|2
22759|MASTER COLLEGE|14|141|14101|REGIÓN DE LOS RÍOS|VALDIVIA|141|VALDIVIA|VALDIVIA|2m|68.1100188|68.477772228|67.742265371|67.663030252|71.1944303|64.297649239|67.497011217|61.737167939|69.107263869|56.016754051|60.087485898|71.569599156|75.247464538|62.193480865|77.267852066|2|2|1
24201|LICEO AUSTRAL LORD COCHRANE|11|113|11301|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|CAPITÁN PRAT|111|COYHAIQUE|COCHRANE|2m|69.392817712|65.698406966|73.087228458|72.452888457|77.204913137|67.097798582|73.055953652|69.487643325|65.956648954|70.403908502|72.102372518|75.269219981|76.330329392|69.240627358|80.236703194|1|2|1
24203|LICEO RAUL BROUSSAIN CAMPINO|11|112|11201|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|AYSÉN|111|COYHAIQUE|AYSÉN|2m|72.71179266|69.732205699|75.691379622|73.274460785|79.485927864|67.917003759|72.420450732|68.039979977|71.231215913|73.601707843|59.287016176|78.472812637|76.341899732|78.583459723|80.493078457|1|1|1
24204|LICEO ARTURO PRAT CHACON|11|112|11202|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|AYSÉN|111|COYHAIQUE|CISNES|2m|70.468981466|71.400559096|69.537403835|65.474557732|70.574263831|61.82133161|64.028077756|73.078026409|78.475584009|71.070599761|69.687895456|70.511050092|69.93372434|68.883701615|72.715724322|1|2|1
24206|CENTRO INTEGRAL DE EDUCACIÓN ALBORADA|11|111|11101|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|COYHAIQUE|111|COYHAIQUE|COYHAIQUE|2m|78.355816146|75.868546579|80.843085712|80.3258353|85.3758766|73.039568067|82.562061232|74.84657555|82.116701572|76.883304961|65.539720116|82.880206626|82.912403545|82.496701524|83.23151481|2|3|1
24207|LICEO SAN JOSE U.R.|11|112|11201|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|AYSÉN|111|COYHAIQUE|AYSÉN|2m|76.829155762|75.118185798|78.540125725|79.108595095|85.778249242|72.748240388|78.799295655|72.892343071|73.123454341|77.933051949|67.620522921|84.902169781|81.832005341|85.302688276|87.571815727|2|3|1
24209|COLEGIO SAGRADA FAMILIA|11|112|11201|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|AYSÉN|111|COYHAIQUE|AYSÉN|2m|74.29570317|71.876585806|76.714820533|73.706476865|76.990549193|69.404132331|74.72474907|70.431942877|69.03415828|79.488750904|62.772919447|74.028547176|74.041790211|69.941326798|78.102524519|2|2|1
24212|COLEGIO ALIANZA AUSTRAL DE COYHAIQUE|11|111|11101|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|COYHAIQUE|111|COYHAIQUE|COYHAIQUE|2m|73.293252175|74.502396179|72.084108171|73.631838942|78.561577766|70.272562751|72.061376307|70.086478699|78.217466966|70.702778515|61.339190615|73.348939748|70.428548226|70.096551402|79.521719616|2|5|1
24213|COLEGIO SANTA TERESA DE LOS ANDES|11|112|11201|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|AYSÉN|111|COYHAIQUE|AYSÉN|2m|77.815124165|75.673547051|79.956701278|81.268467177|85.718708786|75.703307968|82.383384775|72.231381151|79.695169148|72.865793192|64.133181113|80.374084966|80.73980014|85.026554091|75.355900668|2|4|1
24224|COLEGIO ANTOINE DE SAINT EXUPERY|11|111|11101|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|COYHAIQUE|111|COYHAIQUE|COYHAIQUE|2m|68.859742462|68.81623318|68.903251745|72.616258301|78.813730782|65.746685219|73.288358902|72.198439589|77.957179119|72.803683989|65.834455658|74.68311703|74.325955581|73.323443712|76.399951798|2|2|1
24230|COLEGIO KALEM|11|112|11201|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|AYSÉN|111|COYHAIQUE|AYSÉN|2m|75.619470164|74.456730934|76.782209395|80.599599861|86.805098645|73.613374818|81.38032612|76.372232475|82.456769517|79.259721394|67.400206512|79.026453436|81.030458957|80.743025389|75.305875963|2|3|1
24231|COLEGIO DIEGO PORTALES|11|111|11101|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|COYHAIQUE|111|COYHAIQUE|COYHAIQUE|2m|73.589294922|73.890084289|73.288505556|73.72661333|80.570917732|66.969751824|73.639170436|74.113594119|78.535832925|79.126761775|64.678187656|81.198224942|78.589360924|80.187103287|84.818210615|2|2|1
24233|LICEO FRANCISCO XAVIER BUTINA|11|111|11101|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|COYHAIQUE|111|COYHAIQUE|COYHAIQUE|2m|80.23103759|78.173460381|82.288614799|76.503245617|83.188590415|70.026791517|76.294354918|75.46070354|84.553106882|77.393394387|64.435609352|72.592218994|80.182276696|76.559838171|61.034542114|2|2|1
24240|LICEO BICENTENARIO ALTOS DEL MACKAY|11|111|11101|REGIÓN DE AYSÉN DEL GRAL. CARLOS IBÁÑEZ DEL CAMPO|COYHAIQUE|111|COYHAIQUE|COYHAIQUE|2m|69.503509126|68.63181388|70.375204372|||||63.664641896|64.919580256|68.323436163|57.75090927|70.082383846|72.728245503|67.420856789|70.098049247|1|3|1
24300|LICEO GABRIELA MISTRAL|12|124|12401|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|ÚLTIMA ESPERANZA|121|MAGALLANES|NATALES|2m|73.258126112|72.254697069|74.261555155|73.420993505|79.425142132|67.673044277|73.164794108|69.448264584|77.197395013|71.855031999|59.292366741|73.871697079|74.767994767|72.073619642|74.773476829|1|2|1
24303|LICEO NOBELIUS|12|121|12101|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|MAGALLANES|121|MAGALLANES|PUNTA ARENAS|2m|72.965033523|74.704831424|71.225235621|73.330140187|75.855585987|71.217981821|72.916852753|72.321909693|90.837935697|71.368381812|54.759411572|75.198172466|75.338886702|69.289165198|80.966465498|3|5|1
24305|COLEGIO PIERRE FAURE|12|121|12101|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|MAGALLANES|121|MAGALLANES|PUNTA ARENAS|2m|72.331578183|69.849514072|74.813642295|74.449230789|80.713522373|68.393852306|74.240317689|65.328049168|83.715744151|63.826960701|48.441442652|76.064739043|79.848912122|71.462353145|76.882951861|2|4|1
24307|LICEO JUAN BAUTISTA CONTARDI|12|121|12101|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|MAGALLANES|121|MAGALLANES|PUNTA ARENAS|2m|74.512912239|74.548292403|74.477532074|77.13753018|84.471641338|70.191662363|76.749286841|69.036266269|81.986697839|68.107392077|57.014708892|72.778558421|73.092156825|71.625887545|73.617630894|1|3|1
24314|COLEGIO CRUZ DEL SUR|12|121|12101|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|MAGALLANES|121|MAGALLANES|PUNTA ARENAS|2m|79.891777683|81.645368042|78.138187324|83.213812682|88.886061118|77.202409912|83.552967016|78.477429649|89.515508844|82.771378583|63.145401519|82.847661868|78.254876952|88.219311663|82.068796991|3|5|1
24316|LICEO POLITEC.CARDENAL RAUL SILVA HENRI|12|121|12101|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|MAGALLANES|121|MAGALLANES|PUNTA ARENAS|2m|69.904922848|68.169467886|71.64037781|68.417418704|73.840061085|63.203389674|68.208805353|61.368000341|65.649590127|61.553782923|56.900627973|72.154940639|73.986155135|71.037612838|71.441053943|1|2|1
24317|COLEGIO PUERTO NATALES|12|124|12401|REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|ÚLTIMA ESPERANZA|121|MAGALLANES|NATALES|2m|78.624602415|79.924971534|77.324233295|80.65877289|84.426294894|76.293481664|81.256542111|75.258580586|86.711572625|74.944241713|64.119927418|82.829059729|86.556926288|82.708037786|79.222215112|2|4|1
